epoch,loss
143,0.00984603725373745
144,0.009833648800849915
145,0.0098088588565588
146,0.009801600128412247
147,0.00978046003729105
148,0.009769990108907223
149,0.009751769714057446
150,0.009734813123941422
151,0.009725384414196014
152,0.009712982922792435
153,0.009704693220555782
154,0.009681620635092258
155,0.00966666266322136
156,0.00965346209704876
157,0.009635591879487038
158,0.009619600139558315
159,0.00960906594991684
160,0.009591015987098217
161,0.009573657996952534
162,0.009568705223500729
163,0.009548069909214973
164,0.009530100971460342
165,0.009529296308755875
166,0.009508339688181877
167,0.00949055515229702
168,0.009489893913269043
169,0.009486047551035881
170,0.00946970283985138
171,0.009440038353204727
172,0.009433537721633911
173,0.009419872425496578
174,0.009407073259353638
175,0.009394458495080471
176,0.009394490160048008
177,0.009372575208544731
178,0.00936127919703722
179,0.009347536601126194
180,0.009344163350760937
181,0.009333424270153046
182,0.009315677918493748
183,0.009297006763517857
184,0.009288019500672817
185,0.009278341196477413
186,0.009261474944651127
187,0.009255824610590935
188,0.009241308085620403
189,0.009228688664734364
190,0.009222480468451977
191,0.009213854558765888
192,0.00919654592871666
193,0.009190495125949383
194,0.009170505218207836
195,0.009169110096991062
196,0.009154688566923141
197,0.009149246849119663
198,0.009137967601418495
199,0.009126347489655018
200,0.009112922474741936
201,0.009103009477257729
202,0.009088771417737007
203,0.009075955487787724
204,0.009072782471776009
205,0.009064016863703728
206,0.009057598188519478
207,0.00903906300663948
208,0.009029310196638107
209,0.009021326899528503
210,0.0090147964656353
211,0.009000889956951141
212,0.00899767316877842
213,0.008980817161500454
214,0.008982648141682148
215,0.00896427035331726
216,0.00895389448851347
217,0.008945420384407043
218,0.008943636901676655
219,0.008931572549045086
220,0.008910495787858963
221,0.008910629898309708
222,0.008898496627807617
223,0.008894165977835655
224,0.008871479891240597
225,0.008865573443472385
226,0.008864720351994038
227,0.008860796689987183
228,0.008848507888615131
229,0.008832384832203388
230,0.00883233081549406
231,0.00881786085665226
232,0.008817157708108425
233,0.00880337506532669
234,0.008793402463197708
235,0.008783037774264812
236,0.008783598430454731
237,0.008775082416832447
238,0.008756204508244991
239,0.00874481163918972
240,0.008741457015275955
241,0.008736666291952133
242,0.008722872473299503
243,0.008720644749701023
244,0.008703065104782581
245,0.008709435351192951
246,0.008701713755726814
247,0.008688691072165966
248,0.008684435859322548
249,0.008663852699100971
250,0.008664845488965511
251,0.008657236583530903
252,0.008646038360893726
253,0.008636103011667728
254,0.008637716062366962
255,0.008630940690636635
256,0.00861237570643425
257,0.00861326977610588
258,0.008603183552622795
259,0.008596415631473064
260,0.008589091710746288
261,0.008583486080169678
262,0.008578426204621792
263,0.008559389039874077
264,0.008554882369935513
265,0.008557138033211231
266,0.008545167744159698
267,0.00853743590414524
268,0.008528565987944603
269,0.00851931981742382
270,0.008515735156834126
271,0.008507303893566132
272,0.008492949418723583
273,0.008491764776408672
274,0.008484446443617344
275,0.008487035520374775
276,0.008468931540846825
277,0.008464546874165535
278,0.00845266506075859
279,0.008455466479063034
280,0.00845870841294527
281,0.008445673622190952
282,0.008433456532657146
283,0.008427726104855537
284,0.008417713455855846
285,0.008413306437432766
286,0.008404872380197048
287,0.008405318483710289
288,0.008400274440646172
289,0.008395272307097912
290,0.008378738537430763
291,0.008377761580049992
292,0.008375691249966621
293,0.008370416238904
294,0.008364532142877579
295,0.008351797237992287
296,0.008344189263880253
297,0.00833374634385109
298,0.008342848159372807
299,0.00831905473023653
