epoch,loss
0,0.0642734095454216
1,0.042332716286182404
2,0.032092638313770294
3,0.026728739961981773
4,0.02419598028063774
5,0.02254081889986992
6,0.021356742829084396
7,0.020414359867572784
8,0.019639799371361732
9,0.01902175135910511
10,0.01849186047911644
11,0.018057318404316902
12,0.017632806673645973
13,0.017271017655730247
14,0.01696682907640934
15,0.016669848933815956
16,0.016406968235969543
17,0.01618470996618271
18,0.01598416455090046
19,0.015751423314213753
20,0.015574689954519272
21,0.015389302745461464
22,0.015210133977234364
23,0.015076384879648685
24,0.014918556436896324
25,0.01477746944874525
26,0.014648237265646458
27,0.014517269097268581
28,0.014384477399289608
29,0.014280298724770546
30,0.014170515350997448
31,0.014082015492022038
32,0.013967339880764484
33,0.013858715072274208
34,0.013771343044936657
35,0.013675360009074211
36,0.013599683530628681
37,0.013501888141036034
38,0.013423451222479343
39,0.013351025991141796
40,0.013277683407068253
41,0.013184810057282448
42,0.01311584934592247
43,0.01306260097771883
44,0.012983581982553005
45,0.01292040292173624
46,0.012859302572906017
47,0.012794134207069874
48,0.012727119028568268
49,0.012661900371313095
50,0.01260144729167223
51,0.012552548199892044
52,0.012492623180150986
53,0.01244011428207159
54,0.012383561581373215
55,0.012341795489192009
56,0.012285470962524414
57,0.012233871035277843
58,0.012186999432742596
59,0.012133760377764702
60,0.012087159790098667
61,0.012050560675561428
62,0.011990751139819622
63,0.011948743835091591
64,0.011908447369933128
65,0.011864010244607925
66,0.011818630620837212
67,0.011791666969656944
68,0.011742756702005863
69,0.011692204512655735
70,0.011658578179776669
71,0.011616088449954987
72,0.011577276512980461
73,0.011551539413630962
74,0.011519749648869038
75,0.011471536010503769
76,0.011438203975558281
77,0.0113926837220788
78,0.011363976635038853
79,0.011319895274937153
80,0.011296522803604603
81,0.011270726099610329
82,0.011228661984205246
83,0.011191600933670998
84,0.011155782267451286
85,0.011135488748550415
86,0.011106259189546108
87,0.011070864275097847
88,0.01103297434747219
89,0.011016841977834702
90,0.01099394541233778
91,0.01095292903482914
92,0.010932122357189655
93,0.01089535653591156
94,0.010867520235478878
95,0.010831593535840511
96,0.010815544053912163
97,0.010792014189064503
98,0.010765050537884235
99,0.010738059878349304
100,0.010710764676332474
101,0.010684080421924591
102,0.01066881325095892
103,0.010637235827744007
104,0.010620636865496635
105,0.01059652492403984
106,0.010567714460194111
107,0.010549400933086872
108,0.010514953173696995
109,0.010491139255464077
110,0.010484806261956692
111,0.010457429103553295
112,0.01043623499572277
113,0.010409059002995491
114,0.010388919152319431
115,0.010360047221183777
116,0.010345219634473324
117,0.010326586663722992
118,0.010307866148650646
119,0.010274668224155903
120,0.010263239033520222
121,0.010241574607789516
122,0.010218380950391293
123,0.010204470716416836
124,0.0101729491725564
125,0.01016357820481062
126,0.010143150575459003
127,0.010132704861462116
128,0.010111301206052303
129,0.01007804274559021
130,0.010075955651700497
131,0.010051453486084938
132,0.01002848707139492
133,0.010006935335695744
134,0.009990344755351543
135,0.00997763592749834
136,0.009977854788303375
137,0.009947539307177067
138,0.009920126758515835
139,0.009911876171827316
140,0.009899331256747246
141,0.009880662895739079
142,0.009866536594927311
